Name,ID,Acceptor,Donor,Family,GN,Species
A0A059AVI4_EUCGR,A0A059AVI4,Null,Null,1.0,EUGRSUZ_H00691 , Eucalyptus grandis (Flooded gum).
A0A059AWB8_EUCGR,A0A059AWB8,Null,Null,47.0,EUGRSUZ_H00492 , Eucalyptus grandis (Flooded gum).
A0A059B0X7_EUCGR,A0A059B0X7,Null,Null,47.0,EUGRSUZ_H02436 , Eucalyptus grandis (Flooded gum).
A0A059B267_EUCGR,A0A059B267,Null,Null,47.0,EUGRSUZ_H02673 , Eucalyptus grandis (Flooded gum).
A0A059BCC9_EUCGR,A0A059BCC9,Null,Null,1.0,EUGRSUZ_G01348 , Eucalyptus grandis (Flooded gum).
A0A059BFA0_EUCGR,A0A059BFA0,Null,Null,47.0,EUGRSUZ_G01977 , Eucalyptus grandis (Flooded gum).
A0A059BG22_EUCGR,A0A059BG22,Null,Null,1.0,EUGRSUZ_G02220 , Eucalyptus grandis (Flooded gum).
A0A059BKZ9_EUCGR,A0A059BKZ9,Null,Null,1.0,EUGRSUZ_F00338 , Eucalyptus grandis (Flooded gum).
A0A059BL12_EUCGR,A0A059BL12,Null,Null,1.0,EUGRSUZ_F00355 , Eucalyptus grandis (Flooded gum).
A0A059BSZ7_EUCGR,A0A059BSZ7,Null,Null,47.0,EUGRSUZ_F02636 , Eucalyptus grandis (Flooded gum).
A0A059BTT0_EUCGR,A0A059BTT0,Null,Null,10.0,EUGRSUZ_F02589 , Eucalyptus grandis (Flooded gum).
A0A059BTT4_EUCGR,A0A059BTT4,Null,Null,10.0,EUGRSUZ_F02598 , Eucalyptus grandis (Flooded gum).
A0A059BWF0_EUCGR,A0A059BWF0,Null,Null,92.0,EUGRSUZ_F03568 , Eucalyptus grandis (Flooded gum).
A0A059BWM1_EUCGR,A0A059BWM1,Null,Null,1.0,EUGRSUZ_F03596 , Eucalyptus grandis (Flooded gum).
A0A059BWM2_EUCGR,A0A059BWM2,Null,Null,92.0,EUGRSUZ_F03619 , Eucalyptus grandis (Flooded gum).
A0A059BXH8_EUCGR,A0A059BXH8,Null,Null,1.0,EUGRSUZ_F03595 , Eucalyptus grandis (Flooded gum).
A0A059C1B6_EUCGR,A0A059C1B6,Null,Null,47.0,EUGRSUZ_E00459 , Eucalyptus grandis (Flooded gum).
A0A059C8V5_EUCGR,A0A059C8V5,Null,Null,47.0,EUGRSUZ_E03525 , Eucalyptus grandis (Flooded gum).
A0A059CA32_EUCGR,A0A059CA32,Null,Null,47.0,EUGRSUZ_E03530 , Eucalyptus grandis (Flooded gum).
A0A059CB93_EUCGR,A0A059CB93,Null,Null,47.0,EUGRSUZ_E04252 , Eucalyptus grandis (Flooded gum).
A0A059CCC1_EUCGR,A0A059CCC1,Null,Null,92.0,EUGRSUZ_E04328 , Eucalyptus grandis (Flooded gum).
A0A059CHS4_EUCGR,A0A059CHS4,Null,Null,47.0,EUGRSUZ_D02098 , Eucalyptus grandis (Flooded gum).
A0A059CHZ3_EUCGR,A0A059CHZ3,Null,Null,47.0,EUGRSUZ_D01858 , Eucalyptus grandis (Flooded gum).
A0A059CLT3_EUCGR,A0A059CLT3,Null,Null,28.0,EUGRSUZ_C00320 , Eucalyptus grandis (Flooded gum).
A0A059CN85_EUCGR,A0A059CN85,Null,Null,47.0,EUGRSUZ_C01012 , Eucalyptus grandis (Flooded gum).
A0A059CT65_EUCGR,A0A059CT65,Null,Null,47.0,EUGRSUZ_C02925 , Eucalyptus grandis (Flooded gum).
A0A059CZG5_EUCGR,A0A059CZG5,Null,Null,47.0,EUGRSUZ_B00504 , Eucalyptus grandis (Flooded gum).
A0A059CZN6_EUCGR,A0A059CZN6,Null,Null,37.0,EUGRSUZ_B00531 , Eucalyptus grandis (Flooded gum).
A0A059D096_EUCGR,A0A059D096,Null,Null,37.0,EUGRSUZ_B00531 , Eucalyptus grandis (Flooded gum).
A0A059D5R9_EUCGR,A0A059D5R9,Null,Null,47.0,EUGRSUZ_B02354 , Eucalyptus grandis (Flooded gum).
A0A059D6K2_EUCGR,A0A059D6K2,Null,Null,1.0,EUGRSUZ_B02735 , Eucalyptus grandis (Flooded gum).
A0A059D7W3_EUCGR,A0A059D7W3,Null,Null,37.0,EUGRSUZ_B03204 , Eucalyptus grandis (Flooded gum).
A0A059D974_EUCGR,A0A059D974,Null,Null,92.0,EUGRSUZ_B03384 , Eucalyptus grandis (Flooded gum).
A0A059DE88_EUCGR,A0A059DE88,Null,Null,47.0,EUGRSUZ_A01384 , Eucalyptus grandis (Flooded gum).
A0A059DEY1_EUCGR,A0A059DEY1,Null,Null,1.0,EUGRSUZ_A01605 , Eucalyptus grandis (Flooded gum).
A0A059DF78_EUCGR,A0A059DF78,Null,Null,47.0,EUGRSUZ_A01382 , Eucalyptus grandis (Flooded gum).
A0A059DH58_EUCGR,A0A059DH58,Null,Null,92.0,EUGRSUZ_A02295 , Eucalyptus grandis (Flooded gum).
A0A059DH91_EUCGR,A0A059DH91,Null,Null,1.0,EUGRSUZ_A02330 , Eucalyptus grandis (Flooded gum).
A0A059DHE1_EUCGR,A0A059DHE1,Null,Null,47.0,EUGRSUZ_A02111 , Eucalyptus grandis (Flooded gum).
A0A059DHT4_EUCGR,A0A059DHT4,Null,Null,1.0,EUGRSUZ_A02318 , Eucalyptus grandis (Flooded gum).
A0A059DHU0_EUCGR,A0A059DHU0,Null,Null,47.0,EUGRSUZ_A02153 , Eucalyptus grandis (Flooded gum).
A0A059DHU5_EUCGR,A0A059DHU5,Null,Null,1.0,EUGRSUZ_A02329 , Eucalyptus grandis (Flooded gum).
A0A059DI34_EUCGR,A0A059DI34,Null,Null,1.0,EUGRSUZ_A02314 , Eucalyptus grandis (Flooded gum).
A0A059DI38_EUCGR,A0A059DI38,Null,Null,1.0,EUGRSUZ_A02320 , Eucalyptus grandis (Flooded gum).
A0A059DI42_EUCGR,A0A059DI42,Null,Null,1.0,EUGRSUZ_A02323 , Eucalyptus grandis (Flooded gum).
A0A059DIA2_EUCGR,A0A059DIA2,Null,Null,1.0,EUGRSUZ_A02328 , Eucalyptus grandis (Flooded gum).
A0A059DIP9_EUCGR,A0A059DIP9,Null,Null,1.0,EUGRSUZ_A02308 , Eucalyptus grandis (Flooded gum).
A0A059DIR0_EUCGR,A0A059DIR0,Null,Null,1.0,EUGRSUZ_A02321 , Eucalyptus grandis (Flooded gum).
A0A059DIR4_EUCGR,A0A059DIR4,Null,Null,1.0,EUGRSUZ_A02326 , Eucalyptus grandis (Flooded gum).
A0A059DIX6_EUCGR,A0A059DIX6,Null,Null,47.0,EUGRSUZ_A02396 , Eucalyptus grandis (Flooded gum).
A0A059DJL1_EUCGR,A0A059DJL1,Null,Null,1.0,EUGRSUZ_A02695 , Eucalyptus grandis (Flooded gum).
A0A059DK84_EUCGR,A0A059DK84,Null,Null,47.0,EUGRSUZ_A02868 , Eucalyptus grandis (Flooded gum).
D0V2A6_EUCGR,D0V2A6,Null,Null,47.0,EUGRSUZ_A01318 , Eucalyptus grandis (Flooded gum).
A0A058ZQN5_EUCGR,A0A058ZQN5,Null,Null,1.0,EUGRSUZ_L02520 , Eucalyptus grandis (Flooded gum).
A0A058ZQZ2_EUCGR,A0A058ZQZ2,Null,Null,1.0,EUGRSUZ_L023572 , Eucalyptus grandis (Flooded gum).
A0A058ZS14_EUCGR,A0A058ZS14,Null,Null,1.0,EUGRSUZ_L023571 , Eucalyptus grandis (Flooded gum).
A0A058ZS80_EUCGR,A0A058ZS80,Null,Null,1.0,EUGRSUZ_L023552 , Eucalyptus grandis (Flooded gum).
A0A058ZSI7_EUCGR,A0A058ZSI7,Null,Null,1.0,EUGRSUZ_L01659 , Eucalyptus grandis (Flooded gum).
A0A058ZSJ9_EUCGR,A0A058ZSJ9,Null,Null,1.0,EUGRSUZ_L01657 , Eucalyptus grandis (Flooded gum).
A0A058ZSN4_EUCGR,A0A058ZSN4,Null,Null,47.0,EUGRSUZ_L02165 , Eucalyptus grandis (Flooded gum).
A0A058ZSW2_EUCGR,A0A058ZSW2,Null,Null,1.0,EUGRSUZ_L01977 , Eucalyptus grandis (Flooded gum).
A0A058ZTM2_EUCGR,A0A058ZTM2,Null,Null,1.0,EUGRSUZ_L01660 , Eucalyptus grandis (Flooded gum).
A0A058ZU49_EUCGR,A0A058ZU49,Null,Null,1.0,EUGRSUZ_L009912 , Eucalyptus grandis (Flooded gum).
A0A058ZU58_EUCGR,A0A058ZU58,Null,Null,1.0,EUGRSUZ_L00990 , Eucalyptus grandis (Flooded gum).
A0A058ZUK7_EUCGR,A0A058ZUK7,Null,Null,1.0,EUGRSUZ_L01241 , Eucalyptus grandis (Flooded gum).
A0A058ZUX3_EUCGR,A0A058ZUX3,Null,Null,1.0,EUGRSUZ_L006311 , Eucalyptus grandis (Flooded gum).
A0A058ZUX8_EUCGR,A0A058ZUX8,Null,Null,1.0,EUGRSUZ_L00635 , Eucalyptus grandis (Flooded gum).
A0A058ZUZ4_EUCGR,A0A058ZUZ4,Null,Null,1.0,EUGRSUZ_L006312 , Eucalyptus grandis (Flooded gum).
A0A058ZUZ9_EUCGR,A0A058ZUZ9,Null,Null,1.0,EUGRSUZ_L00634 , Eucalyptus grandis (Flooded gum).
A0A058ZV65_EUCGR,A0A058ZV65,Null,Null,1.0,EUGRSUZ_L00502 , Eucalyptus grandis (Flooded gum).
A0A058ZV66_EUCGR,A0A058ZV66,Null,Null,1.0,EUGRSUZ_L009911 , Eucalyptus grandis (Flooded gum).
A0A058ZV70_EUCGR,A0A058ZV70,Null,Null,1.0,EUGRSUZ_L005082 , Eucalyptus grandis (Flooded gum).
A0A058ZV84_EUCGR,A0A058ZV84,Null,Null,1.0,EUGRSUZ_L00500 , Eucalyptus grandis (Flooded gum).
A0A058ZV93_EUCGR,A0A058ZV93,Null,Null,1.0,EUGRSUZ_L01047 , Eucalyptus grandis (Flooded gum).
A0A058ZVW4_EUCGR,A0A058ZVW4,Null,Null,1.0,EUGRSUZ_L00632 , Eucalyptus grandis (Flooded gum).
A0A058ZVW7_EUCGR,A0A058ZVW7,Null,Null,1.0,EUGRSUZ_L00636 , Eucalyptus grandis (Flooded gum).
A0A058ZW01_EUCGR,A0A058ZW01,Null,Null,1.0,EUGRSUZ_L00599 , Eucalyptus grandis (Flooded gum).
A0A058ZW65_EUCGR,A0A058ZW65,Null,Null,1.0,EUGRSUZ_L00503 , Eucalyptus grandis (Flooded gum).
A0A058ZW67_EUCGR,A0A058ZW67,Null,Null,1.0,EUGRSUZ_L01046 , Eucalyptus grandis (Flooded gum).
A0A058ZW68_EUCGR,A0A058ZW68,Null,Null,1.0,EUGRSUZ_L005081 , Eucalyptus grandis (Flooded gum).
A0A058ZWC6_EUCGR,A0A058ZWC6,Null,Null,1.0,EUGRSUZ_L00994 , Eucalyptus grandis (Flooded gum).
A0A058ZWF9_EUCGR,A0A058ZWF9,Null,Null,1.0,EUGRSUZ_L005041 , Eucalyptus grandis (Flooded gum).
A0A058ZWG4_EUCGR,A0A058ZWG4,Null,Null,1.0,EUGRSUZ_L00512 , Eucalyptus grandis (Flooded gum).
A0A058ZXB8_EUCGR,A0A058ZXB8,Null,Null,1.0,EUGRSUZ_L00511 , Eucalyptus grandis (Flooded gum).
A0A058ZXI8_EUCGR,A0A058ZXI8,Null,Null,47.0,EUGRSUZ_K00083 , Eucalyptus grandis (Flooded gum).
A0A058ZZF2_EUCGR,A0A058ZZF2,Null,Null,1.0,EUGRSUZ_K01079 , Eucalyptus grandis (Flooded gum).
A0A059A0M9_EUCGR,A0A059A0M9,Null,Null,1.0,EUGRSUZ_K01076 , Eucalyptus grandis (Flooded gum).
A0A059A1J0_EUCGR,A0A059A1J0,Null,Null,1.0,EUGRSUZ_K01350 , Eucalyptus grandis (Flooded gum).
A0A059A3K9_EUCGR,A0A059A3K9,Null,Null,1.0,EUGRSUZ_K02353 , Eucalyptus grandis (Flooded gum).
A0A059A3R3_EUCGR,A0A059A3R3,Null,Null,47.0,EUGRSUZ_K02411 , Eucalyptus grandis (Flooded gum).
A0A059A4F8_EUCGR,A0A059A4F8,Null,Null,1.0,EUGRSUZ_K02355 , Eucalyptus grandis (Flooded gum).
A0A059A4N9_EUCGR,A0A059A4N9,Null,Null,1.0,EUGRSUZ_K02355 , Eucalyptus grandis (Flooded gum).
A0A059A4U7_EUCGR,A0A059A4U7,Null,Null,1.0,EUGRSUZ_K02352 , Eucalyptus grandis (Flooded gum).
A0A059A4Z2_EUCGR,A0A059A4Z2,Null,Null,47.0,EUGRSUZ_K02385 , Eucalyptus grandis (Flooded gum).
A0A059A506_EUCGR,A0A059A506,Null,Null,1.0,EUGRSUZ_K02510 , Eucalyptus grandis (Flooded gum).
A0A059A510_EUCGR,A0A059A510,Null,Null,1.0,EUGRSUZ_K02515 , Eucalyptus grandis (Flooded gum).
A0A059A585_EUCGR,A0A059A585,Null,Null,1.0,EUGRSUZ_K02516 , Eucalyptus grandis (Flooded gum).
A0A059A5E1_EUCGR,A0A059A5E1,Null,Null,1.0,EUGRSUZ_K02513 , Eucalyptus grandis (Flooded gum).
A0A059A5R2_EUCGR,A0A059A5R2,Null,Null,1.0,EUGRSUZ_K02356 , Eucalyptus grandis (Flooded gum).
A0A059A6C5_EUCGR,A0A059A6C5,Null,Null,1.0,EUGRSUZ_K02512 , Eucalyptus grandis (Flooded gum).
A0A059A6L5_EUCGR,A0A059A6L5,Null,Null,1.0,EUGRSUZ_K02875 , Eucalyptus grandis (Flooded gum).
A0A059A9J2_EUCGR,A0A059A9J2,Null,Null,1.0,EUGRSUZ_J00447 , Eucalyptus grandis (Flooded gum).
A0A059ABL5_EUCGR,A0A059ABL5,Null,Null,1.0,EUGRSUZ_J00976 , Eucalyptus grandis (Flooded gum).
A0A059ACB6_EUCGR,A0A059ACB6,Null,Null,1.0,EUGRSUZ_J00970 , Eucalyptus grandis (Flooded gum).
A0A059ACC1_EUCGR,A0A059ACC1,Null,Null,1.0,EUGRSUZ_J00977 , Eucalyptus grandis (Flooded gum).
A0A059ACL6_EUCGR,A0A059ACL6,Null,Null,1.0,EUGRSUZ_J00979 , Eucalyptus grandis (Flooded gum).
A0A059ACW1_EUCGR,A0A059ACW1,Null,Null,1.0,EUGRSUZ_J00973 , Eucalyptus grandis (Flooded gum).
A0A059ADC4_EUCGR,A0A059ADC4,Null,Null,1.0,EUGRSUZ_J01276 , Eucalyptus grandis (Flooded gum).
A0A059AEL2_EUCGR,A0A059AEL2,Null,Null,1.0,EUGRSUZ_J01867 , Eucalyptus grandis (Flooded gum).
A0A059AEL6_EUCGR,A0A059AEL6,Null,Null,1.0,EUGRSUZ_J01873 , Eucalyptus grandis (Flooded gum).
A0A059AF73_EUCGR,A0A059AF73,Null,Null,1.0,EUGRSUZ_J01468 , Eucalyptus grandis (Flooded gum).
A0A059AF83_EUCGR,A0A059AF83,Null,Null,1.0,EUGRSUZ_J01868 , Eucalyptus grandis (Flooded gum).
A0A059AF86_EUCGR,A0A059AF86,Null,Null,1.0,EUGRSUZ_J01874 , Eucalyptus grandis (Flooded gum).
A0A059AFH9_EUCGR,A0A059AFH9,Null,Null,1.0,EUGRSUZ_J01869 , Eucalyptus grandis (Flooded gum).
A0A059AFI3_EUCGR,A0A059AFI3,Null,Null,1.0,EUGRSUZ_J01875 , Eucalyptus grandis (Flooded gum).
A0A059AFR1_EUCGR,A0A059AFR1,Null,Null,1.0,EUGRSUZ_J01864 , Eucalyptus grandis (Flooded gum).
A0A059AFR6_EUCGR,A0A059AFR6,Null,Null,1.0,EUGRSUZ_J01871 , Eucalyptus grandis (Flooded gum).
A0A059AFS1_EUCGR,A0A059AFS1,Null,Null,1.0,EUGRSUZ_J01880 , Eucalyptus grandis (Flooded gum).
A0A059AFS2_EUCGR,A0A059AFS2,Null,Null,1.0,EUGRSUZ_J01963 , Eucalyptus grandis (Flooded gum).
A0A059AGI1_EUCGR,A0A059AGI1,Null,Null,1.0,EUGRSUZ_J01863 , Eucalyptus grandis (Flooded gum).
A0A059AGI5_EUCGR,A0A059AGI5,Null,Null,1.0,EUGRSUZ_J01870 , Eucalyptus grandis (Flooded gum).
A0A059AGI7_EUCGR,A0A059AGI7,Null,Null,1.0,EUGRSUZ_J01877 , Eucalyptus grandis (Flooded gum).
A0A059AGN3_EUCGR,A0A059AGN3,Null,Null,1.0,EUGRSUZ_J01922 , Eucalyptus grandis (Flooded gum).
A0A059AIZ3_EUCGR,A0A059AIZ3,Null,Null,1.0,EUGRSUZ_J03157 , Eucalyptus grandis (Flooded gum).
A0A059AJH0_EUCGR,A0A059AJH0,Null,Null,1.0,EUGRSUZ_J03158 , Eucalyptus grandis (Flooded gum).
A0A059AJQ8_EUCGR,A0A059AJQ8,Null,Null,1.0,EUGRSUZ_J03154 , Eucalyptus grandis (Flooded gum).
A0A059AJX3_EUCGR,A0A059AJX3,Null,Null,1.0,EUGRSUZ_J03156 , Eucalyptus grandis (Flooded gum).
A0A059AKH5_EUCGR,A0A059AKH5,Null,Null,1.0,EUGRSUZ_I00409 , Eucalyptus grandis (Flooded gum).
A0A059AKK3_EUCGR,A0A059AKK3,Null,Null,1.0,EUGRSUZ_I00446 , Eucalyptus grandis (Flooded gum).
A0A059AKK6_EUCGR,A0A059AKK6,Null,Null,1.0,EUGRSUZ_I00449 , Eucalyptus grandis (Flooded gum).
A0A059AKM9_EUCGR,A0A059AKM9,Null,Null,1.0,EUGRSUZ_I00494 , Eucalyptus grandis (Flooded gum).
A0A059AKP2_EUCGR,A0A059AKP2,Null,Null,1.0,EUGRSUZ_J03155 , Eucalyptus grandis (Flooded gum).
A0A059AKX5_EUCGR,A0A059AKX5,Null,Null,1.0,EUGRSUZ_I00410 , Eucalyptus grandis (Flooded gum).
A0A059AL05_EUCGR,A0A059AL05,Null,Null,1.0,EUGRSUZ_I00450 , Eucalyptus grandis (Flooded gum).
A0A059AL27_EUCGR,A0A059AL27,Null,Null,1.0,EUGRSUZ_I00496 , Eucalyptus grandis (Flooded gum).
A0A059AL82_EUCGR,A0A059AL82,Null,Null,1.0,EUGRSUZ_I004473 , Eucalyptus grandis (Flooded gum).
A0A059ALA9_EUCGR,A0A059ALA9,Null,Null,1.0,EUGRSUZ_I00497 , Eucalyptus grandis (Flooded gum).
A0A059ALG5_EUCGR,A0A059ALG5,Null,Null,1.0,EUGRSUZ_I00445 , Eucalyptus grandis (Flooded gum).
A0A059ALH0_EUCGR,A0A059ALH0,Null,Null,1.0,EUGRSUZ_I00448 , Eucalyptus grandis (Flooded gum).
A0A059ALJ4_EUCGR,A0A059ALJ4,Null,Null,1.0,EUGRSUZ_I00493 , Eucalyptus grandis (Flooded gum).
A0A059ALK5_EUCGR,A0A059ALK5,Null,Null,1.0,EUGRSUZ_I00512 , Eucalyptus grandis (Flooded gum).
A0A059AMC2_EUCGR,A0A059AMC2,Null,Null,1.0,EUGRSUZ_I00492 , Eucalyptus grandis (Flooded gum).
A0A059AMC3_EUCGR,A0A059AMC3,Null,Null,1.0,EUGRSUZ_I01111 , Eucalyptus grandis (Flooded gum).
A0A059AMD0_EUCGR,A0A059AMD0,Null,Null,1.0,EUGRSUZ_I01117 , Eucalyptus grandis (Flooded gum).
A0A059AMD4_EUCGR,A0A059AMD4,Null,Null,1.0,EUGRSUZ_I01123 , Eucalyptus grandis (Flooded gum).
A0A059AMT5_EUCGR,A0A059AMT5,Null,Null,1.0,EUGRSUZ_I01119 , Eucalyptus grandis (Flooded gum).
A0A059AN12_EUCGR,A0A059AN12,Null,Null,1.0,EUGRSUZ_I01103 , Eucalyptus grandis (Flooded gum).
A0A059AN22_EUCGR,A0A059AN22,Null,Null,1.0,EUGRSUZ_I01120 , Eucalyptus grandis (Flooded gum).
A0A059AN26_EUCGR,A0A059AN26,Null,Null,1.0,EUGRSUZ_I01125 , Eucalyptus grandis (Flooded gum).
A0A059AN89_EUCGR,A0A059AN89,Null,Null,1.0,EUGRSUZ_I01116 , Eucalyptus grandis (Flooded gum).
A0A059AN93_EUCGR,A0A059AN93,Null,Null,1.0,EUGRSUZ_I01122 , Eucalyptus grandis (Flooded gum).
A0A059AP11_EUCGR,A0A059AP11,Null,Null,1.0,EUGRSUZ_I01115 , Eucalyptus grandis (Flooded gum).
A0A059AP17_EUCGR,A0A059AP17,Null,Null,1.0,EUGRSUZ_I01121 , Eucalyptus grandis (Flooded gum).
A0A059AP21_EUCGR,A0A059AP21,Null,Null,1.0,EUGRSUZ_I01127 , Eucalyptus grandis (Flooded gum).
A0A059AS58_EUCGR,A0A059AS58,Null,Null,1.0,EUGRSUZ_I02470 , Eucalyptus grandis (Flooded gum).
A0A059ASH7_EUCGR,A0A059ASH7,Null,Null,1.0,EUGRSUZ_I02471 , Eucalyptus grandis (Flooded gum).
A0A059ASP2_EUCGR,A0A059ASP2,Null,Null,47.0,EUGRSUZ_I02612 , Eucalyptus grandis (Flooded gum).
A0A059ASR5_EUCGR,A0A059ASR5,Null,Null,1.0,EUGRSUZ_I02643 , Eucalyptus grandis (Flooded gum).
A0A059ASS1_EUCGR,A0A059ASS1,Null,Null,1.0,EUGRSUZ_I02654 , Eucalyptus grandis (Flooded gum).
A0A059AT15_EUCGR,A0A059AT15,Null,Null,1.0,EUGRSUZ_I02646 , Eucalyptus grandis (Flooded gum).
A0A059AT19_EUCGR,A0A059AT19,Null,Null,1.0,EUGRSUZ_I02655 , Eucalyptus grandis (Flooded gum).
A0A059AT90_EUCGR,A0A059AT90,Null,Null,1.0,EUGRSUZ_I02617 , Eucalyptus grandis (Flooded gum).
A0A059ATB7_EUCGR,A0A059ATB7,Null,Null,1.0,EUGRSUZ_I02647 , Eucalyptus grandis (Flooded gum).
A0A059ATC0_EUCGR,A0A059ATC0,Null,Null,1.0,EUGRSUZ_I02656 , Eucalyptus grandis (Flooded gum).
A0A059ATK4_EUCGR,A0A059ATK4,Null,Null,1.0,EUGRSUZ_I026511 , Eucalyptus grandis (Flooded gum).
A0A059ATV4_EUCGR,A0A059ATV4,Null,Null,1.0,EUGRSUZ_H00004 , Eucalyptus grandis (Flooded gum).
A0A059AU31_EUCGR,A0A059AU31,Null,Null,1.0,EUGRSUZ_H00001 , Eucalyptus grandis (Flooded gum).
A0A059AU35_EUCGR,A0A059AU35,Null,Null,1.0,EUGRSUZ_H00007 , Eucalyptus grandis (Flooded gum).
A0A059AU49_EUCGR,A0A059AU49,Null,Null,1.0,EUGRSUZ_I02607 , Eucalyptus grandis (Flooded gum).
A0A059AU72_EUCGR,A0A059AU72,Null,Null,1.0,EUGRSUZ_H00262 , Eucalyptus grandis (Flooded gum).
A0A059AU76_EUCGR,A0A059AU76,Null,Null,1.0,EUGRSUZ_H00273 , Eucalyptus grandis (Flooded gum).
A0A059AUI1_EUCGR,A0A059AUI1,Null,Null,1.0,EUGRSUZ_H00263 , Eucalyptus grandis (Flooded gum).
A0A059AUI5_EUCGR,A0A059AUI5,Null,Null,1.0,EUGRSUZ_H00275 , Eucalyptus grandis (Flooded gum).
A0A059AUN8_EUCGR,A0A059AUN8,Null,Null,1.0,EUGRSUZ_H00444 , Eucalyptus grandis (Flooded gum).
A0A059AUS9_EUCGR,A0A059AUS9,Null,Null,1.0,EUGRSUZ_H00266 , Eucalyptus grandis (Flooded gum).
A0A059AUT2_EUCGR,A0A059AUT2,Null,Null,1.0,EUGRSUZ_H00277 , Eucalyptus grandis (Flooded gum).
A0A059AUY5_EUCGR,A0A059AUY5,Null,Null,1.0,EUGRSUZ_H00446 , Eucalyptus grandis (Flooded gum).
A0A059AV25_EUCGR,A0A059AV25,Null,Null,1.0,EUGRSUZ_H00261 , Eucalyptus grandis (Flooded gum).
A0A059AV30_EUCGR,A0A059AV30,Null,Null,1.0,EUGRSUZ_H00270 , Eucalyptus grandis (Flooded gum).
A0A059AV34_EUCGR,A0A059AV34,Null,Null,1.0,EUGRSUZ_H00279 , Eucalyptus grandis (Flooded gum).
A0A059AV59_EUCGR,A0A059AV59,Null,Null,1.0,EUGRSUZ_H00502 , Eucalyptus grandis (Flooded gum).
A0A059AV90_EUCGR,A0A059AV90,Null,Null,1.0,EUGRSUZ_H00447 , Eucalyptus grandis (Flooded gum).
A0A059AVF6_EUCGR,A0A059AVF6,Null,Null,1.0,EUGRSUZ_H00503 , Eucalyptus grandis (Flooded gum).
A0A059AVI5_EUCGR,A0A059AVI5,Null,Null,1.0,EUGRSUZ_H00698 , Eucalyptus grandis (Flooded gum).
A0A059AVJ4_EUCGR,A0A059AVJ4,Null,Null,1.0,EUGRSUZ_H00443 , Eucalyptus grandis (Flooded gum).
A0A059AVP7_EUCGR,A0A059AVP7,Null,Null,1.0,EUGRSUZ_H00261 , Eucalyptus grandis (Flooded gum).
A0A059AVQ1_EUCGR,A0A059AVQ1,Null,Null,1.0,EUGRSUZ_H00268 , Eucalyptus grandis (Flooded gum).
A0A059AVT9_EUCGR,A0A059AVT9,Null,Null,1.0,EUGRSUZ_H00692 , Eucalyptus grandis (Flooded gum).
