Name,ID,Acceptor,Donor,Family,GN,Species
A0A2K2B808_POPTR,A0A2K2B808,Null,Null,47.0,POPTR_003G162000 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2B9G4_POPTR,A0A2K2B9G4,Null,Null,37.0,POPTR_003G191200 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2B9H0_POPTR,A0A2K2B9H0,Null,Null,37.0,POPTR_003G191500 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BPL9_POPTR,A0A2K2BPL9,Null,Null,47.0,POPTR_002G256200 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BRS6_POPTR,A0A2K2BRS6,Null,Null,37.0,POPTR_001G033800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BRS9_POPTR,A0A2K2BRS9,Null,Null,37.0,POPTR_001G034100 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BRT3_POPTR,A0A2K2BRT3,Null,Null,37.0,POPTR_001G034000 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BTI7_POPTR,A0A2K2BTI7,Null,Null,47.0,POPTR_001G068100 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2BWC8_POPTR,A0A2K2BWC8,Null,Null,47.0,POPTR_001G120800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A2K2CA99_POPTR,A0A2K2CA99,Null,Null,47.0,POPTR_001G381900 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A385JIQ1_POPTO,A0A385JIQ1,Null,Null,47.0,Potri.018G043700 , Populus tomentosa (Chinese white poplar).
A0A3N7EDE4_POPTR,A0A3N7EDE4,Null,Null,92.0,POPTR_001G336766 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7EQ43_POPTR,A0A3N7EQ43,Null,Null,37.0,POPTR_003G191301 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7EQ50_POPTR,A0A3N7EQ50,Null,Null,37.0,POPTR_003G191200 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7EQ92_POPTR,A0A3N7EQ92,Null,Null,37.0,POPTR_003G191301 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7ES90_POPTR,A0A3N7ES90,Null,Null,37.0,POPTR_003G191401 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7EXW5_POPTR,A0A3N7EXW5,Null,Null,37.0,POPTR_003G191200 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7EXY0_POPTR,A0A3N7EXY0,Null,Null,37.0,POPTR_003G191401 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7F1G0_POPTR,A0A3N7F1G0,Null,Null,47.0,POPTR_006G064800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7F536_POPTR,A0A3N7F536,Null,Null,47.0,POPTR_006G064800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7FA99_POPTR,A0A3N7FA99,Null,Null,47.0,POPTR_006G239000 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7FNC3_POPTR,A0A3N7FNC3,Null,Null,47.0,POPTR_009G032500 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7FXV3_POPTR,A0A3N7FXV3,Null,Null,47.0,POPTR_006G054800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G0R4_POPTR,A0A3N7G0R4,Null,Null,47.0,POPTR_015G087900 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G1C7_POPTR,A0A3N7G1C7,Null,Null,47.0,POPTR_015G124800 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G1T9_POPTR,A0A3N7G1T9,Null,Null,47.0,POPTR_015G087900 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G372_POPTR,A0A3N7G372,Null,Null,47.0,POPTR_015G087900 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G3M4_POPTR,A0A3N7G3M4,Null,Null,47.0,POPTR_015G116700 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G422_POPTR,A0A3N7G422,Null,Null,37.0,POPTR_003G191301 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G6P1_POPTR,A0A3N7G6P1,Null,Null,37.0,POPTR_008G090000 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7G7T5_POPTR,A0A3N7G7T5,Null,Null,37.0,POPTR_003G191200 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7GN73_POPTR,A0A3N7GN73,Null,Null,47.0,POPTR_006G238900 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7HD04_POPTR,A0A3N7HD04,Null,Null,47.0,POPTR_012G130700 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A3N7I4V7_POPTR,A0A3N7I4V7,Null,Null,47.0,POPTR_018G085400 , Populus trichocarpa (Western balsam poplar) (Populus balsamifera subsp. trichocarpa).
A0A4U5LVH6_POPAL,A0A4U5LVH6,Null,Null,41.0,D5086_0000324280 , Populus alba (White poplar).
A0A4U5NLV6_POPAL,A0A4U5NLV6,Null,Null,92.0,D5086_0000256750 , Populus alba (White poplar).
A0A4U5NM38_POPAL,A0A4U5NM38,Null,Null,47.0,D5086_0000256560 , Populus alba (White poplar).
A0A4U5NQY3_POPAL,A0A4U5NQY3,Null,Null,41.0,D5086_0000241590 , Populus alba (White poplar).
A0A4U5P3U5_POPAL,A0A4U5P3U5,Null,Null,41.0,D5086_0000229520 , Populus alba (White poplar).
A0A4U5PMC2_POPAL,A0A4U5PMC2,Null,Null,47.0,D5086_0000204220 , Populus alba (White poplar).
A0A4U5PMD3_POPAL,A0A4U5PMD3,Null,Null,28.0,D5086_0000204320 , Populus alba (White poplar).
A0A4U5PN01_POPAL,A0A4U5PN01,Null,Null,47.0,D5086_0000204230 , Populus alba (White poplar).
A0A4U5PN81_POPAL,A0A4U5PN81,Null,Null,47.0,D5086_0000205030 , Populus alba (White poplar).
A0A4U5PRL6_POPAL,A0A4U5PRL6,Null,Null,41.0,D5086_0000189700 , Populus alba (White poplar).
A0A4U5PT08_POPAL,A0A4U5PT08,Null,Null,47.0,D5086_0000192210 , Populus alba (White poplar).
A0A4U5PY86_POPAL,A0A4U5PY86,Null,Null,47.0,D5086_0000162140 , Populus alba (White poplar).
A0A4U5PZ42_POPAL,A0A4U5PZ42,Null,Null,37.0,D5086_0000157050 , Populus alba (White poplar).
A0A4U5Q679_POPAL,A0A4U5Q679,Null,Null,10.0,D5086_0000133390 , Populus alba (White poplar).
A0A4U5QAR6_POPAL,A0A4U5QAR6,Null,Null,10.0,D5086_0000117180 , Populus alba (White poplar).
A0A4U5QE72_POPAL,A0A4U5QE72,Null,Null,37.0,D5086_0000101190 , Populus alba (White poplar).
A0A4U5QEH7_POPAL,A0A4U5QEH7,Null,Null,37.0,D5086_0000101220 , Populus alba (White poplar).
A0A4U5QF42_POPAL,A0A4U5QF42,Null,Null,37.0,D5086_0000095820 , Populus alba (White poplar).
A0A4U5QFR0_POPAL,A0A4U5QFR0,Null,Null,47.0,D5086_0000093300 , Populus alba (White poplar).
A0A4U5QGL4_POPAL,A0A4U5QGL4,Null,Null,37.0,D5086_0000095830 , Populus alba (White poplar).
A0A4U5QKJ3_POPAL,A0A4U5QKJ3,Null,Null,47.0,D5086_0000080650 , Populus alba (White poplar).
A0A4U5QLX7_POPAL,A0A4U5QLX7,Null,Null,28.0,D5086_0000068210 , Populus alba (White poplar).
A0A4U5QX93_POPAL,A0A4U5QX93,Null,Null,10.0,D5086_0000030000 , Populus alba (White poplar).
A0A4V6A5Q4_POPAL,A0A4V6A5Q4,Null,Null,28.0,D5086_0000228390 , Populus alba (White poplar).
A0A6M2E622_9ROSI,A0A6M2E622,Null,Null,47.0,Null, Populus davidiana.
A0A6M2E8Z9_9ROSI,A0A6M2E8Z9,Null,Null,10.0,Null, Populus davidiana.
A0A6M2ECB8_9ROSI,A0A6M2ECB8,Null,Null,28.0,Null, Populus davidiana.
A0A6M2EFH8_9ROSI,A0A6M2EFH8,Null,Null,47.0,Null, Populus davidiana.
A0A6M2EHK8_9ROSI,A0A6M2EHK8,Null,Null,47.0,Null, Populus davidiana.
A0A6M2EJA3_9ROSI,A0A6M2EJA3,Null,Null,41.0,Null, Populus davidiana.
A0A6M2EJA4_9ROSI,A0A6M2EJA4,Null,Null,92.0,Null, Populus davidiana.
A0A6M2ELV3_9ROSI,A0A6M2ELV3,Null,Null,47.0,Null, Populus davidiana.
A0A6M2EPM0_9ROSI,A0A6M2EPM0,Null,Null,47.0,Null, Populus davidiana.
A0A6M2ER88_9ROSI,A0A6M2ER88,Null,Null,47.0,Null, Populus davidiana.
A0A6M2ERK8_9ROSI,A0A6M2ERK8,Null,Null,47.0,Null, Populus davidiana.
A0A6M2ETT1_9ROSI,A0A6M2ETT1,Null,Null,10.0,Null, Populus davidiana.
A0A6M2F0C9_9ROSI,A0A6M2F0C9,Null,Null,47.0,Null, Populus davidiana.
A0A6M2F4V0_9ROSI,A0A6M2F4V0,Null,Null,47.0,Null, Populus davidiana.
A0A6M2F522_9ROSI,A0A6M2F522,Null,Null,37.0,Null, Populus davidiana.
A0A6M2F9P6_9ROSI,A0A6M2F9P6,Null,Null,37.0,Null, Populus davidiana.
A0A6M2FE21_9ROSI,A0A6M2FE21,Null,Null,47.0,Null, Populus davidiana.
A0A8T2WK01_POPDE,A0A8T2WK01,Null,Null,10.0,H0E87_030522 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WK43_POPDE,A0A8T2WK43,Null,Null,47.0,H0E87_029257 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WNZ6_POPDE,A0A8T2WNZ6,Null,Null,47.0,H0E87_029545 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WPA5_POPDE,A0A8T2WPA5,Null,Null,47.0,H0E87_029883 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WPS0_POPDE,A0A8T2WPS0,Null,Null,47.0,H0E87_029259 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WRG7_POPDE,A0A8T2WRG7,Null,Null,47.0,H0E87_029883 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2WY24_POPDE,A0A8T2WY24,Null,Null,41.0,H0E87_026963 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2X1Y4_POPDE,A0A8T2X1Y4,Null,Null,47.0,H0E87_025423 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2X3V4_POPDE,A0A8T2X3V4,Null,Null,47.0,H0E87_025710 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2X995_POPDE,A0A8T2X995,Null,Null,10.0,H0E87_022624 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2XDY7_POPDE,A0A8T2XDY7,Null,Null,47.0,H0E87_023515 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2XE61_POPDE,A0A8T2XE61,Null,Null,28.0,H0E87_021439 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2XGQ1_POPDE,A0A8T2XGQ1,Null,Null,28.0,H0E87_021439 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2XGU0_POPDE,A0A8T2XGU0,Null,Null,47.0,H0E87_022105 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2XMN0_POPDE,A0A8T2XMN0,Null,Null,4.0,H0E87_020668 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Y029_POPDE,A0A8T2Y029,Null,Null,10.0,H0E87_017397 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Y226_POPDE,A0A8T2Y226,Null,Null,47.0,H0E87_017918 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Y7M6_POPDE,A0A8T2Y7M6,Null,Null,37.0,H0E87_016092 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Y8T6_POPDE,A0A8T2Y8T6,Null,Null,47.0,H0E87_016333 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YBR6_POPDE,A0A8T2YBR6,Null,Null,47.0,H0E87_013989 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YG01_POPDE,A0A8T2YG01,Null,Null,28.0,H0E87_011644 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YGW2_POPDE,A0A8T2YGW2,Null,Null,47.0,H0E87_011872 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YH56_POPDE,A0A8T2YH56,Null,Null,47.0,H0E87_011871 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YHA8_POPDE,A0A8T2YHA8,Null,Null,47.0,H0E87_011872 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YIE2_POPDE,A0A8T2YIE2,Null,Null,41.0,H0E87_012125 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YMX1_POPDE,A0A8T2YMX1,Null,Null,28.0,H0E87_013286 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YN53_POPDE,A0A8T2YN53,Null,Null,47.0,H0E87_013351 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YN72_POPDE,A0A8T2YN72,Null,Null,47.0,H0E87_013351 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YN77_POPDE,A0A8T2YN77,Null,Null,47.0,H0E87_013276 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YNB9_POPDE,A0A8T2YNB9,Null,Null,47.0,H0E87_013351 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2YR07_POPDE,A0A8T2YR07,Null,Null,47.0,H0E87_009903 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z5I3_POPDE,A0A8T2Z5I3,Null,Null,37.0,H0E87_006049 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z5L2_POPDE,A0A8T2Z5L2,Null,Null,37.0,H0E87_006052 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z5N5_POPDE,A0A8T2Z5N5,Null,Null,37.0,H0E87_006050 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z5N7_POPDE,A0A8T2Z5N7,Null,Null,37.0,H0E87_006051 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z6H0_POPDE,A0A8T2Z6H0,Null,Null,47.0,H0E87_006349 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z9G6_POPDE,A0A8T2Z9G6,Null,Null,47.0,H0E87_006759 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2Z9H8_POPDE,A0A8T2Z9H8,Null,Null,47.0,H0E87_007072 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZJM5_POPDE,A0A8T2ZJM5,Null,Null,47.0,H0E87_005453 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZWF5_POPDE,A0A8T2ZWF5,Null,Null,47.0,H0E87_002693 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZXU5_POPDE,A0A8T2ZXU5,Null,Null,92.0,H0E87_003080 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZYJ4_POPDE,A0A8T2ZYJ4,Null,Null,47.0,H0E87_003134 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZZ10_POPDE,A0A8T2ZZ10,Null,Null,37.0,H0E87_003379 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8T2ZZA9_POPDE,A0A8T2ZZA9,Null,Null,37.0,H0E87_003378 , Populus deltoides (Eastern poplar) (Eastern cottonwood).
A0A8X7XR18_POPTO,A0A8X7XR18,Null,Null,47.0,POTOM_061188 , Populus tomentosa (Chinese white poplar).
A0A8X7XUM3_POPTO,A0A8X7XUM3,Null,Null,47.0,POTOM_058084 , Populus tomentosa (Chinese white poplar).
A0A8X7XUT9_POPTO,A0A8X7XUT9,Null,Null,47.0,POTOM_059059 , Populus tomentosa (Chinese white poplar).
A0A8X7XVA7_POPTO,A0A8X7XVA7,Null,Null,47.0,POTOM_056461 , Populus tomentosa (Chinese white poplar).
A0A8X7XWR1_POPTO,A0A8X7XWR1,Null,Null,47.0,POTOM_057592 , Populus tomentosa (Chinese white poplar).
A0A8X7XXQ4_POPTO,A0A8X7XXQ4,Null,Null,10.0,POTOM_058419 , Populus tomentosa (Chinese white poplar).
A0A8X7XYR9_POPTO,A0A8X7XYR9,Null,Null,47.0,POTOM_056464 , Populus tomentosa (Chinese white poplar).
A0A8X7Y5Y8_POPTO,A0A8X7Y5Y8,Null,Null,47.0,POTOM_057289 , Populus tomentosa (Chinese white poplar).
A0A8X7Y6N7_POPTO,A0A8X7Y6N7,Null,Null,47.0,POTOM_049832 , Populus tomentosa (Chinese white poplar).
A0A8X7YA51_POPTO,A0A8X7YA51,Null,Null,47.0,POTOM_050940 , Populus tomentosa (Chinese white poplar).
A0A8X7YCD4_POPTO,A0A8X7YCD4,Null,Null,47.0,POTOM_050783 , Populus tomentosa (Chinese white poplar).
A0A8X7YE65_POPTO,A0A8X7YE65,Null,Null,47.0,POTOM_045656 , Populus tomentosa (Chinese white poplar).
A0A8X7YEW7_POPTO,A0A8X7YEW7,Null,Null,47.0,POTOM_049684 , Populus tomentosa (Chinese white poplar).
A0A8X7YI35_POPTO,A0A8X7YI35,Null,Null,47.0,POTOM_048737 , Populus tomentosa (Chinese white poplar).
A0A8X7YIF5_POPTO,A0A8X7YIF5,Null,Null,47.0,POTOM_047263 , Populus tomentosa (Chinese white poplar).
A0A8X7YKD5_POPTO,A0A8X7YKD5,Null,Null,47.0,POTOM_042462 , Populus tomentosa (Chinese white poplar).
A0A8X7YMF9_POPTO,A0A8X7YMF9,Null,Null,47.0,POTOM_044514 , Populus tomentosa (Chinese white poplar).
A0A8X7YMH8_POPTO,A0A8X7YMH8,Null,Null,47.0,POTOM_043504 , Populus tomentosa (Chinese white poplar).
A0A8X7Z9E9_POPTO,A0A8X7Z9E9,Null,Null,37.0,POTOM_029664 , Populus tomentosa (Chinese white poplar).
A0A8X7ZE20_POPTO,A0A8X7ZE20,Null,Null,47.0,POTOM_024846 , Populus tomentosa (Chinese white poplar).
A0A8X7ZI60_POPTO,A0A8X7ZI60,Null,Null,47.0,POTOM_022743 , Populus tomentosa (Chinese white poplar).
A0A8X7ZIM7_POPTO,A0A8X7ZIM7,Null,Null,47.0,POTOM_026295 , Populus tomentosa (Chinese white poplar).
A0A8X7ZJN5_POPTO,A0A8X7ZJN5,Null,Null,47.0,POTOM_028713 , Populus tomentosa (Chinese white poplar).
A0A8X7ZK51_POPTO,A0A8X7ZK51,Null,Null,47.0,POTOM_022744 , Populus tomentosa (Chinese white poplar).
A0A8X7ZMQ2_POPTO,A0A8X7ZMQ2,Null,Null,47.0,POTOM_024097 , Populus tomentosa (Chinese white poplar).
A0A8X8A504_POPTO,A0A8X8A504,Null,Null,47.0,POTOM_013527 , Populus tomentosa (Chinese white poplar).
A0A8X8A5R1_POPTO,A0A8X8A5R1,Null,Null,37.0,POTOM_012723 , Populus tomentosa (Chinese white poplar).
A0A8X8A6A9_POPTO,A0A8X8A6A9,Null,Null,92.0,POTOM_009234 , Populus tomentosa (Chinese white poplar).
A0A8X8A7Z2_POPTO,A0A8X8A7Z2,Null,Null,37.0,POTOM_014503 , Populus tomentosa (Chinese white poplar).
A0A8X8AA13_POPTO,A0A8X8AA13,Null,Null,47.0,POTOM_012067 , Populus tomentosa (Chinese white poplar).
A0A8X8AAH2_POPTO,A0A8X8AAH2,Null,Null,37.0,POTOM_012726 , Populus tomentosa (Chinese white poplar).
A0A8X8AC15_POPTO,A0A8X8AC15,Null,Null,37.0,POTOM_014504 , Populus tomentosa (Chinese white poplar).
A0A8X8AFH9_POPTO,A0A8X8AFH9,Null,Null,47.0,POTOM_004535 , Populus tomentosa (Chinese white poplar).
A0A8X8AFX2_POPTO,A0A8X8AFX2,Null,Null,47.0,POTOM_007664 , Populus tomentosa (Chinese white poplar).
A0A8X8AH20_POPTO,A0A8X8AH20,Null,Null,47.0,POTOM_013819 , Populus tomentosa (Chinese white poplar).
A0A8X8ALL4_POPTO,A0A8X8ALL4,Null,Null,37.0,POTOM_012725 , Populus tomentosa (Chinese white poplar).
A0A8X8APU4_POPTO,A0A8X8APU4,Null,Null,47.0,POTOM_004081 , Populus tomentosa (Chinese white poplar).
A0A8X8AUM2_POPTO,A0A8X8AUM2,Null,Null,37.0,POTOM_000275 , Populus tomentosa (Chinese white poplar).
A0A8X8AV24_POPTO,A0A8X8AV24,Null,Null,92.0,POTOM_004133 , Populus tomentosa (Chinese white poplar).
A0A8X8BY16_POPTO,A0A8X8BY16,Null,Null,47.0,POTOM_055902 , Populus tomentosa (Chinese white poplar).
A0A8X8BY71_POPTO,A0A8X8BY71,Null,Null,47.0,POTOM_056174 , Populus tomentosa (Chinese white poplar).
A0A8X8C1K1_POPTO,A0A8X8C1K1,Null,Null,10.0,POTOM_059403 , Populus tomentosa (Chinese white poplar).
A0A8X8C4B4_POPTO,A0A8X8C4B4,Null,Null,47.0,POTOM_056175 , Populus tomentosa (Chinese white poplar).
A0A8X8C4J5_POPTO,A0A8X8C4J5,Null,Null,47.0,POTOM_057000 , Populus tomentosa (Chinese white poplar).
A0A8X8C9Y0_POPTO,A0A8X8C9Y0,Null,Null,47.0,POTOM_042321 , Populus tomentosa (Chinese white poplar).
